Master Doküman Listesi;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Doküman Kodu;Doküman Adý;;Doküman Ýngilizce Adý;Tipi;Hazýrlama Tarihi;"Revizyon
No";"Revizyon
Tarihi";Revize Eden;Sorumlu Kýsým;Revizyon Nedeni;Revizyon;Son Gözden Geçirme Tarihi;Gelecek Gözden Geçirme Tarihi;Gözden Geçirme Periyodu ;Onay Tarihi;Kullanýldýðý Süreçler;Doküman Sorumlusu;Arþivleme Süresi
FR.18-YE;Yetiþkin Yeni Görüþme Formu;;;Form;01.01.2017;0;01.01.2017;Gülsüm Melike Þimþek;YEDAM Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.19-BC.PR.03;Lisansüstü Tez Ara Rapor Formu;;;Form;12.03.2021;1;09.07.2024;Nesrin Özkan;Bilimsel Çalýþmalar;Dokümanda yer alan ibareler revize edilmiþtir.;Dokümanda yer alan ibareler düzenlenmiþtir.;05.09.2024;05.09.2025;12;05.09.2024;;Hakan Çetin;0
FR.19-EG.PR.02;Katýlýmcý Bilgi Formu;;;Form;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;30.03.2020;;Fatih Kerem Yardým;0
FR.19-IK.PR.04;Eðitim Katýlým Formu;;;Form;01.01.2017;1;08.03.2019;Mercan Ecevit Çimen;Ýnsan Kýymetleri;Form yeni formata aktarýlmýþtýr.;;03.06.2024;03.06.2025;12;08.03.2019;;;0
FR.19-PY.PR.06;Yeþilay Proje Yönetimi Metodolojisi Yönetim Arz Edilen Kararlar Formu;;;Form;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;02.09.2021;;;60
FR.19-PY.RH.05;Ek 1-B Teknik Þartname Standart Formu;;;Form;08.01.2015;0;08.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;08.01.2015;;;0
FR.19-YD.PR.03;Internet Gaming Disorder Scale;;;Doküman;16.08.2024;0;16.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;16.08.2024;16.02.2025;6;16.08.2024;;;0
FR.19-YE;Vaka Sunumu Formu;;;Form;04.08.2015;0;04.08.2015;Gülsüm Melike Þimþek;YEDAM Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;04.08.2015;;;0
FR.20-EG.PR.02;Eðitim Programý Sýnav Sorularý;;;Form;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;30.03.2020;;Fatih Kerem Yardým;0
FR.20-PY.PR.06;Yeþilay Proje Yönetimi Metodolojisi Alýnan Kararlar Formu;;;Form;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;02.09.2021;;;60
FR.20-PY.RH.05;Ek 2 Satýnalým Deðerlendirme Tutanaðý;;;Form;08.01.2015;0;08.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;08.01.2015;;;0
FR.20-RH;KESÝCÝ DELÝCÝ ALET YARALANMA ORANI AYLIK VERÝ TOPLAMA FORMU;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.04.2024;12;01.04.2023;;Oya Batu;0
FR.20-YD.PR.03;Ýnternet Genel Deðerlendirme Formu;;;Doküman;16.08.2024;0;16.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;16.08.2024;16.02.2025;6;16.08.2024;;;0
FR.21-BC.PR.03;Bilim Kurulu Gündemi Formu;;;Form;19.01.2022;0;19.01.2022;Ýrem Yalçýnkaya;Bilimsel Çalýþmalar;Yeni Doküman;;03.06.2024;03.06.2025;12;19.01.2022;;;0
FR.21-EG.PR.02;Farkýndalýk Eðitimi Ýhtiyaç Analiz Formu;;;Doküman;30.03.2020;0;30.03.2020;Çiðdem Bayram;Eðitim Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;30.03.2020;;Fatih Kerem Yardým;0
FR.21-IK.PR.04;Deneyim Paylaþým Formu;;;Form;08.03.2019;0;08.03.2019;Mercan Ecevit Çimen;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;08.03.2019;;;0
FR.21-IK.PR.05;Yan Haklarý Çizelgesi;;;Form;01.01.2017;0;25.08.2017;Mercan Ecevit Çimen;Ýnsan Kýymetleri;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.21-PY.PR.06;Yeþilay Proje Yönetimi Metodolojisi Deðiþiklik Yönetimi Formu;;;Form;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;02.09.2021;;;60
FR.21-PY.RH.05;Ek 3 Teklif Sunum Formu;;;Form;08.01.2015;0;08.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;08.01.2015;;;0
FR.21-RH;KESÝCÝ DELÝCÝ YARALANMA ORANI YILLIK VERÝ ANALÝZÝ FORMU;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.04.2024;12;01.04.2023;;Oya Batu;0
FR.21-YD.PR.03;Ýnternet Kiþi Dýþý Görüþme Formu.;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.22-EG.PR.02;Eðitim Programý Eðitmen Bilgi Notu;;;Form;28.08.2024;0;28.08.2024;Emine Alanbay;Eðitim Yönetimi;Yeni Doküman;;05.09.2024;05.09.2025;12;05.09.2024;;;60
FR.22-PY.PR.06;Yeþilay Proje Yönetimi Metodolojisi Eðitim Planý Formu;;;Form;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;02.09.2021;;;60
FR.22-PY.RH.05;Deðerlendirme Komitesi Tayini;;;Form;08.01.2015;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç iyileþtirme çalýþmalarý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.22-YD.PR.03;Ýnternet Ruhsal Deðerlendirme Formu Ergen;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.23-EG.PR.02;Eðitim Programý YK Bilgi Notu;;;Doküman;28.08.2024;0;28.08.2024;Emine Alanbay;Eðitim Yönetimi;Yeni Doküman;;05.09.2024;05.09.2025;12;05.09.2024;;;60
FR.23-IK.RH.08;Geri Bildirim Formu;;;Doküman;17.05.2021;1;02.08.2021;Elif Akþehirli;Ýnsan Kýymetleri;Ýçerik güncelleme;;03.06.2024;03.06.2025;12;02.08.2021;;Cüneyt Emanet;60
FR.23-PY.PR.06;Yeþilay Proje Yönetimi Metodolojisi Ekip Üyesi Performans Deðerlendirme Formu;;;Form;05.07.2021;0;05.07.2021;Deniz Deren Önen;Proje ve Program Geliþtirme Yönetimi;Yeni Doküman;;03.06.2024;03.06.2025;12;02.09.2021;;;60
FR.23-PY.RH.05;Ek 7 Sözleþmeye Davet Tebligatý;;;Form;08.01.2015;0;08.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;08.01.2015;;;0
FR.23-YD.PR.03;Ýnternet Ruhsal Deðerlendirme Formu Yetiþkin;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.23-YE.KL.04;Durum Bildirme Raporu;;;Form;01.01.2017;0;01.01.2017;Gülsüm Melike Þimþek;YEDAM Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.24-PY.RH.04;Ek Form 1 – Bildirim Mektubu;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Direktörlükler;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.24-YD.PR.03;Ýnternet Yetiþkin- Karþýlýklý Sorumluluklarýmýz;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.25-IK.PR.05;Fazla Mesai Formu;;;Form;27.09.2017;1;24.01.2018;Elif Çark Kahraman;Ýnsan Kýymetleri;Ýnsan Kýymetleri uzmaný Dilek Kara Hanýmýn isteði (mail) üzere doküman revizyon iþlemi yapýlmaktadýr.;;03.06.2024;03.06.2025;12;24.01.2018;;;60
FR.25-PY.RH.04;Ek Form 2 – Zeyilname Talebi;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.25-YD.PR.03;Ýntihar Sözleþmesi.;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.26-IK.PR.05;Yýllýk Avans Ýzin Talep Dilekçesi;;;Form;25.10.2015;4;21.06.2019;Sibel SELÇUK;Ýnsan Kýymetleri;Kurumsal geliþim direktörü alaný eklenmiþtir.;;03.06.2024;03.06.2025;12;21.06.2019;;;0
FR.26-PY.RH.04;Ek Form 3 - Geri Bildirim Formlarý;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.26-YD.PR.03;Karþýlýklý Sorumluluklarýmýz -Kumar.;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.27-IK.PR.01;Fazla Çalýþma Onay Yazýsý;;;Form;01.01.2017;1;08.03.2019;Çiðdem KOREL;Ýnsan Kýymetleri;Form yeni formata aktarýlmýþtýr.;;03.06.2024;03.06.2025;12;14.03.2019;;;0
FR.27-PY.RH.04;Ek Form 4.1 - Ara Mali Rapor;;;Form;07.01.2015;1;24.01.2018;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Ýlgi dokümanda sürecin iþleyiþi çerçevesinde revizyon yapýlmýþtýr.;;03.06.2024;03.06.2025;12;26.01.2018;;;0
FR.27-YD.PR.03;Kiþi Dýþýnda Görüþme Formu;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.28-IK.PR.01;Özlük Ýþleri Vaka Sorularý;;;Form;01.12.2020;0;01.12.2020;Gülay Pehlivan;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;01.12.2020;;Cüneyt Emanet;0
FR.28-PY.RH.04;Ek Form 4.1 - Ara Rapor Teknik;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.28-RH;REHAB MUTFAK TEMÝZLÝK PLANI FORMU;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
FR.28-YD.PR.03;Kriz Planý.;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.29-YD.PR.03;Kumar Ýlk Deðerlendirme Formu;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.30-ID;Yýllýk Atýk Formu;;;Form;01.06.2018;0;01.06.2018;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;01.06.2018;;;60
FR.30-IK.PR.01;Uluslararasý Ýþbirilikleri ve Federasyon Yönetimi Vaka Sorularý;;;Form;04.12.2020;0;04.12.2020;Gülay Pehlivan;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;04.12.2020;;Cüneyt Emanet;0
FR.30-YD.PR.03;Kumar Risk Taramasý KURT;;;Doküman;19.08.2024;0;19.08.2024;Þehidan Sena Bilgir;Yedam Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.31-ID;Aylýk Atýk Formu;;;Doküman;06.06.2018;0;06.06.2018;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;06.06.2018;;;60
FR.31-IK.PR.01;Uluslararasý Ýþbirilikleri ve Federasyon Yönetimi Vaka Sorularý;;;Form;04.12.2020;0;04.12.2020;Gülay Pehlivan;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;04.12.2020;;Cüneyt Emanet;0
FR.31-RH;YANINDA GETÝRDÝÐÝ ÝLAÇLARI KONTROL VE TESLÝM FORMU ;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.04.2024;12;01.04.2023;;Oya Batu;0
FR.31-YD.PR.03;KURTÝ.;;;Doküman;19.08.2025;1;19.08.2024;;Ýdari ve Teknik Ýþler Bölümü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.32-ID;Araçlar Maliyet Raporu;;;Doküman;19.06.2018;0;19.06.2018;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.12.2024;6;19.06.2018;;;60
FR.32-IK.PR.01;Staj Programý Baþvuru Formu ;;;Form;20.05.2021;0;20.05.2021;Elif Akþehirli;Ýnsan Kýymetleri;Yeni Doküman;;03.06.2024;03.06.2025;12;20.05.2021;;Cüneyt Emanet;0
FR.32-PY.RH.04;EK Form 5.1 – Proje Personeli Zaman Çizelgesi Ve Ücret Bordrosu;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.32-RH;DANIÞAN MEMNUNÝYET ANKET FORMU ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
FR.32-YD.PR.03;mori.;;;Doküman;19.08.2026;2;19.08.2024;;Gençlik Hizmetleri;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.33-HK.YN.02;SAVUNMA TALEP YAZISI;;;Doküman;08.11.2024;0;08.11.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;04.12.2024;04.12.2025;12;04.12.2024;;Hatice Bardakçý;60
FR.33-ID.YN.05;Kayýttan Düþme Teklif Onay Formu;;;Form;09.08.2018;0;09.08.2018;;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;09.08.2018;;;0
FR.33-IK;Vakýf Çalýþaný KVKK Taahhütnamesi;;;Doküman;14.03.2024;0;14.03.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;27.03.2024;27.03.2025;12;27.03.2024;;Cüneyt Emanet;60
FR.33-PY.RH.04;Ek Form 5.2 – Alt Yüklenici Listesi;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.33-RH;DANIÞAN YAKINI MEMNUNÝYET ANKETÝ FORMU ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
FR.33-YD.PR.03;Oyun Takvimi;;;Doküman;19.08.2027;3;19.08.2024;;;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.34-ID;Günlük Temizlik Formu;;;Form;06.02.2019;0;06.02.2019;Duygu Demir;Direktörlükler_Eski;Yeni Doküman;;03.06.2024;03.06.2025;12;13.02.2019;;;60
FR.34-IK;Rehabillitasyon Ýþ Baþvurusu Aydýnlatma ve Açýk Rýza Metni;;;Doküman;14.03.2024;0;14.03.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;27.03.2024;27.03.2025;12;27.03.2024;;Cüneyt Emanet;60
FR.34-PY.RH.04;Ek Form 5.3 – Yakit Gideri Bildirim Tablosu;;;Form;07.01.2015;0;07.01.2015;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;07.01.2015;;;0
FR.34-RH;Ziyaretçi Kayýt Formu;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.04.2024;12;01.04.2023;;Oya Batu;0
FR.34-YD.PR.03;PEKÝÞTÝREÇ TUTANAÐI.;;;Doküman;19.08.2028;4;19.08.2024;;;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.35-ID;Güvenlik Denetim Formu (KPI);;;Form;12.02.2019;0;12.02.2019;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;01.04.2019;;;0
FR.35-IK;GÖREV DEVÝR FORMU;;;Doküman;19.04.2024;0;19.04.2024;Hatice Bardakçý;Ýnsan Kýymetleri;Yeni Doküman;;19.04.2024;19.04.2025;12;19.04.2024;;Hatice Bardakçý;0
FR.35-PY.RH.04;Aylýk Beyan Raporu;;;Form;07.01.2015;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç yönetim sistemi çalýþmalarý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.35-RH;ZÝYARETÇÝ KURALLARI FORMU;;;;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;01.04.2023;01.04.2024;12;01.04.2023;;Oya Batu;0
FR.35-YD.PR.03;TERCÜMANLAR ÝÇÝN SORUMLULUK SÖZLEÞMESÝ (1);;;Doküman;19.08.2029;5;19.08.2024;;Ýdari ve Teknik Ýþler Direktörlüðü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.36-ID;Güvenlik Hizmet Seviyesi Formu (SLA);;;Form;01.04.2019;1;14.07.2023;Elif Nur Bilici;Ýdari Ýþler;Form revize edilmiþtir.;;24.08.2023;24.08.2024;12;24.08.2023;;;0
FR.36-IK.PR.13;ÝZÝN FORMU;;;Doküman;16.04.2024;1;23.05.2024;Tuba Özdemir;Ýnsan Kýymetleri;deðiþiklik yapýlmýþtýr;;03.06.2024;03.06.2025;12;03.06.2024;;Hatice Bardakçý;0
FR.36-PY.RH.01;Baðýmsýz Deðerlendirme Formu;;;Form;01.01.2017;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç yönetim sistemi çalýþmalarý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.36-RH;EPÝKRÝZ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;02.09.2024;02.09.2025;12;02.09.2024;;Zeliha Gizem Ýzci;60
FR.36-YD.PR.03;Týbbi destek kriz planýný kabul etmeyen danýþanlara dair tutanak örneði.;;;Doküman;19.08.2030;6;19.08.2024;;;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.36-YE.KL.05;Bilgilendirme Raporu Formu;;;Form;01.01.2017;0;01.01.2017;Gülsüm Melike Þimþek;YEDAM Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.37-ID;ÝLK YARDIM DOLABI KONTROL FORMU;;;Form;03.02.2020;0;03.02.2020;Duygu Demir;Ýdari Ýþler;Yeni Doküman;;03.06.2024;03.06.2025;12;03.02.2020;;;0
FR.37-PY.RH.01;Baþvuru Teslim Tutanaðý;;;Form;01.01.2017;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç yönetim sistemi çalýþmalarý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.37-RH;REHABÝLÝTASYON ÝÞ KAZASI TUTANAÐI;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
FR.37-YD.PR.03;Vaka Sunumu Formu;;;Doküman;19.08.2031;7;19.08.2024;;Kaynak Geliþtirme ve Paydaþ Yönetimi Direktörlüðü;Yeni Doküman;;19.08.2024;19.02.2025;6;19.08.2024;;;0
FR.38-PY;Deðerlendirme Daðýtýmý;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.38-RH;ÖDÜL TAKÝP LÝSTESÝ;;;;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Rehabilitasyon;Yeni doküman;;10.07.2024;10.07.2025;12;10.07.2024;;Oya Batu;0
FR.39-YE;YEDAM Araþtýrma Deðerlendirme Formu;;;Form;01.12.2016;0;01.12.2016;Gülsüm Melike Þimþek;YEDAM Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;05.01.2018;;;60
FR.40-PY;Eksik Evrak Tespit Tutanaðý;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.40-YE;Randevu Kayýt Formu;;;Form;04.01.2016;0;04.01.2016;Duygu Demir;YEDAM Müdürlüðü;Yeni Doküman;;03.06.2024;03.12.2024;6;04.01.2016;;;0
FR.41-PY;Ön Deðerlendirme Formu;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.41-RH;ÇALIÞMA VE NÖBET TAKVÝMÝ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Zeliha Gizem Ýzci;60
FR.42-RH;OKSÝJEN TÜPÜ GÜNLÜK BAKIM VE KONTROL FORMU;;;Doküman;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Zeliha Gizem Ýzci;60
FR.43-PY;Program Deðerlendirme Raporu;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.43-RH;REHABÝLÝTASYON MERKEZLERÝ GÝZLÝLÝK SÖZLEÞMESÝ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Zeliha Gizem Ýzci;60
FR.44-PY;Proje Daðýtým Tablosu;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.44-RH;DANIÞAN BAKÝYE TAKÝP FORMU;;;Doküman;01.04.2024;0;01.04.2024;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;04.09.2024;04.09.2025;12;04.09.2024;;Zeliha Gizem Ýzci;60
FR.45-PY;Proje Ödeme Formu;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.45-RH;EV ZÝYARETLERÝ PROSEDÜRÜ;;;Doküman;01.12.2024;0;01.12.2024;Barýþ Böçkün;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;10.12.2024;10.06.2025;6;10.12.2024;;Zeliha Gizem Ýzci;60
FR.46-RH;PERFORMANS DEÐERLENDÝRME ÖLÇEÐÝ ;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;08.09.2024;08.03.2025;6;08.09.2024;;Zeliha Gizem Ýzci;60
FR.47.RH;-18 DERECE BUZDOLABI STOK TAKÝP FORMU;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;10.09.2024;10.09.2025;12;10.09.2024;;Zeliha Gizem Ýzci;60
FR.48-PY.RH.01;Sss Cevaplama Formu;;;Form;01.01.2017;1;28.02.2019;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Süreç yönetim sistemi çalýþmalarý kapsamýnda revize edilmiþtir.;;03.06.2024;03.06.2025;12;07.03.2019;;;0
FR.48-RH;REHABÝLÝTASYON MERKEZÝ ÝDARÝ ÝÞLER TAKÝP FORMU;;;Doküman;10.07.2024;0;10.07.2024;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;17.09.2024;17.09.2025;12;17.09.2024;;Zeliha Gizem Ýzci;60
FR.49-RH;PSÝKOLOG GÖZLEM NOTU;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;08.10.2024;08.10.2025;12;08.10.2024;;Zeliha Gizem Ýzci;60
FR.50-PY.SZ.01;Ek 3 Genel Koþullar;;;Form;01.01.2017;0;01.01.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;QDMS'e geçiþ;;03.06.2024;03.06.2025;12;01.01.2017;;;0
FR.50-RH;SOSYAL HÝZMET UZMANI GÖZLEM NOTU;;;Doküman;01.04.2023;0;01.04.2023;Zeliha Gizem Ýzci;Diyarbakýr Rehabilitasyon Merkezi;Yeni Doküman;;08.10.2024;08.10.2025;12;08.10.2024;;Zeliha Gizem Ýzci;60
FR.51-PY;Proje Ýþbirliði Talep Formu;;;Doküman;15.05.2017;0;11.12.2017;Ayþe CENGÝZ;Proje ve Program Geliþtirme Müdürlüðü;Yeni Doküman;;03.06.2024;03.06.2025;12;11.12.2017;;;0
